"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"Puerto Rico","2026","4","Measles, Indigenous",,"-","0",,,"-",,"-","Puerto Rico",,"20260404477","POINT (-66.11692 18.46536)"
"U.S. Virgin Islands","2026","4","Measles, Indigenous",,"-","0",,,"-",,"-","U.S. Virgin Islands",,"20260404478",
"Non-U.S. Residents","2026","4","Measles, Indigenous",,"-","0",,,"-",,"-",,"Non-U.S. Residents","20260404479",
"Total","2026","4","Measles, Indigenous","41",,"218",,"582",,"8",,,"Total","20260404480",
"U.S. Residents","2026","5","Measles, Imported","1",,"11",,"8",,"4",,,"U.S. Residents","20260504341",
"New England","2026","5","Measles, Imported",,"-","1",,,"-",,"-",,"New England","20260504342",
"Connecticut","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Connecticut",,"20260504343","POINT (-72.67398 41.76381)"
"Maine","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Maine",,"20260504344","POINT (-69.77631 44.31804)"
"Massachusetts","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Massachusetts",,"20260504345","POINT (-71.05675 42.35866)"
"New Hampshire","2026","5","Measles, Imported",,"-","0",,,"-",,"-","New Hampshire",,"20260504346","POINT (-71.53661 43.20725)"
"Rhode Island","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Rhode Island",,"20260504347","POINT (-71.41198 41.82388)"
"Vermont","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Vermont",,"20260504348","POINT (-72.57627 44.26029)"
"Middle Atlantic","2026","5","Measles, Imported",,"-","4",,,"-","2",,,"Middle Atlantic","20260504349",
"New Jersey","2026","5","Measles, Imported",,"-","1",,,"-","1",,"New Jersey",,"20260504350","POINT (-74.75948 40.21794)"
"New York","2026","5","Measles, Imported",,"-","3",,,"-",,"-","New York",,"20260504351","POINT (-73.75522 42.65155)"
"New York City","2026","5","Measles, Imported",,"-","3",,,"-","1",,"New York City",,"20260504352","POINT (-73.75522 42.65155)"
"Pennsylvania","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Pennsylvania",,"20260504353","POINT (-76.88224 40.25986)"
"East North Central","2026","5","Measles, Imported",,"-","2",,,"-",,"-",,"East North Central","20260504354",
"Illinois","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Illinois",,"20260504355","POINT (-89.64361 39.8013)"
"Indiana","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Indiana",,"20260504356","POINT (-86.15013 39.76691)"
"Michigan","2026","5","Measles, Imported",,"-","2",,,"-",,"-","Michigan",,"20260504357","POINT (-84.55226 42.73194)"
"Ohio","2026","5","Measles, Imported",,"-","2",,,"-",,"-","Ohio",,"20260504358","POINT (-83.00276 39.96199)"
"Wisconsin","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Wisconsin",,"20260504359","POINT (-89.38645 43.07313)"
"West North Central","2026","5","Measles, Imported",,"-","3",,,"-",,"-",,"West North Central","20260504360",
"Iowa","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Iowa",,"20260504361","POINT (-93.61539 41.58981)"
"Kansas","2026","5","Measles, Imported",,"-","2",,,"-",,"-","Kansas",,"20260504362","POINT (-95.6712 39.04926)"
"Minnesota","2026","5","Measles, Imported",,"-","3",,,"-",,"-","Minnesota",,"20260504363","POINT (-93.09649 44.94339)"
"Missouri","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Missouri",,"20260504364","POINT (-92.17785 38.57751)"
"Nebraska","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Nebraska",,"20260504365","POINT (-96.70731 40.81362)"
"North Dakota","2026","5","Measles, Imported",,"-","0",,,"-",,"-","North Dakota",,"20260504366","POINT (-100.7797 46.80536)"
"South Dakota","2026","5","Measles, Imported",,"-","1",,,"-",,"-","South Dakota",,"20260504367","POINT (-100.34987 44.36917)"
"South Atlantic","2026","5","Measles, Imported",,"-","1",,"4",,,"-",,"South Atlantic","20260504368","POINT (-100.34987 44.36917)"
"Delaware","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Delaware",,"20260504369","POINT (-75.52474 39.15803)"
"District of Columbia","2026","5","Measles, Imported",,"-","0",,,"-",,"-","District of Columbia",,"20260504370",
"Florida","2026","5","Measles, Imported",,"-","1",,"2",,,"-","Florida",,"20260504371","POINT (-84.28065 30.43978)"
"Georgia","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Georgia",,"20260504372","POINT (-84.39111 33.74831)"
"Maryland","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Maryland",,"20260504373","POINT (-76.49015 38.97678)"
"North Carolina","2026","5","Measles, Imported",,"-","0",,,"-",,"-","North Carolina",,"20260504374","POINT (-78.64271 35.78543)"
"South Carolina","2026","5","Measles, Imported",,"-","1",,,"-",,"-","South Carolina",,"20260504375","POINT (-81.04537 33.99882)"
"Virginia","2026","5","Measles, Imported",,"-","1",,"2",,,"-","Virginia",,"20260504376","POINT (-77.43367 37.54068)"
"West Virginia","2026","5","Measles, Imported",,"-","0",,,"-",,"-","West Virginia",,"20260504377","POINT (-81.63896 38.35016)"
"East South Central","2026","5","Measles, Imported",,"-","2",,,"-",,"-",,"East South Central","20260504378",
"Alabama","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Alabama",,"20260504379","POINT (-86.30006 32.38015)"
"Kentucky","2026","5","Measles, Imported",,"-","2",,,"-",,"-","Kentucky",,"20260504380","POINT (-84.8787 38.19507)"
"Mississippi","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Mississippi",,"20260504381","POINT (-90.18045 32.29896)"
"Tennessee","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Tennessee",,"20260504382","POINT (-86.77799 36.16792)"
"West South Central","2026","5","Measles, Imported",,"-","4",,"1",,,"-",,"West South Central","20260504383",
"Arkansas","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Arkansas",,"20260504384","POINT (-92.27486 34.7487)"
"Louisiana","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Louisiana",,"20260504385","POINT (-91.18665 30.44335)"
"Oklahoma","2026","5","Measles, Imported",,"-","1",,"1",,,"-","Oklahoma",,"20260504386","POINT (-97.52107 35.47203)"
"Texas","2026","5","Measles, Imported",,"-","4",,,"-",,"-","Texas",,"20260504387","POINT (-97.743 30.26759)"
"Mountain","2026","5","Measles, Imported",,"-","4",,,"-",,"-",,"Mountain","20260504388",
"Arizona","2026","5","Measles, Imported",,"-","4",,,"-",,"-","Arizona",,"20260504389","POINT (-112.07581 33.44825)"
"Colorado","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Colorado",,"20260504390","POINT (-104.99203 39.74001)"
"Idaho","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Idaho",,"20260504391","POINT (-116.19341 43.60764)"
"Montana","2026","5","Measles, Imported",,"-","2",,,"-",,"-","Montana",,"20260504392","POINT (-112.02066 46.58976)"
"Nevada","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Nevada",,"20260504393","POINT (-119.76698 39.16505)"
"New Mexico","2026","5","Measles, Imported",,"-","1",,,"-",,"-","New Mexico",,"20260504394","POINT (-105.93825 35.69177)"
"Utah","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Utah",,"20260504395","POINT (-111.88822 40.76031)"
"Wyoming","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Wyoming",,"20260504396","POINT (-104.82155 41.13481)"
"Pacific","2026","5","Measles, Imported","1",,"4",,"3",,"2",,,"Pacific","20260504397",
"Alaska","2026","5","Measles, Imported",,"-","0",,,"-","2",,"Alaska",,"20260504398","POINT (-134.4068 58.29973)"
"California","2026","5","Measles, Imported","1",,"4",,"3",,,"-","California",,"20260504399","POINT (-121.49086 38.57944)"
"Hawaii","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Hawaii",,"20260504400","POINT (-157.85788 21.30493)"
"Oregon","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Oregon",,"20260504401","POINT (-123.04382 44.93326)"
"Washington","2026","5","Measles, Imported",,"-","1",,,"-",,"-","Washington",,"20260504402","POINT (-122.89165 47.03954)"
"U.S. Territories","2026","5","Measles, Imported",,"-","0",,,"-",,"-",,"U.S. Territories","20260504403",
"American Samoa","2026","5","Measles, Imported",,"-","0",,,"-",,"-","American Samoa",,"20260504404",
"Commonwealth of Northern Mariana Islands","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Commonwealth of Northern Mariana Islands",,"20260504405",
"Guam","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Guam",,"20260504406",
"Puerto Rico","2026","5","Measles, Imported",,"-","0",,,"-",,"-","Puerto Rico",,"20260504407","POINT (-66.11692 18.46536)"
"U.S. Virgin Islands","2026","5","Measles, Imported",,"-","0",,,"-",,"-","U.S. Virgin Islands",,"20260504408",
"Non-U.S. Residents","2026","5","Measles, Imported",,"-","0",,,"-",,"-",,"Non-U.S. Residents","20260504409",
"Total","2026","5","Measles, Imported","1",,"11",,"8",,"4",,,"Total","20260504410",
"U.S. Residents","2026","5","Measles, Indigenous","98",,"243",,"818",,"13",,,"U.S. Residents","20260504411",
"New England","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-",,"New England","20260504412",
"Connecticut","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Connecticut",,"20260504413","POINT (-72.67398 41.76381)"
"Maine","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Maine",,"20260504414","POINT (-69.77631 44.31804)"
"Massachusetts","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Massachusetts",,"20260504415","POINT (-71.05675 42.35866)"
"New Hampshire","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","New Hampshire",,"20260504416","POINT (-71.53661 43.20725)"
"Rhode Island","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Rhode Island",,"20260504417","POINT (-71.41198 41.82388)"
"Vermont","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Vermont",,"20260504418","POINT (-72.57627 44.26029)"
"Middle Atlantic","2026","5","Measles, Indigenous","2",,"7",,"4",,,"-",,"Middle Atlantic","20260504419",
"New Jersey","2026","5","Measles, Indigenous",,"-","2",,,"-",,"-","New Jersey",,"20260504420","POINT (-74.75948 40.21794)"
"New York","2026","5","Measles, Indigenous",,"-","7",,,"-",,"-","New York",,"20260504421","POINT (-73.75522 42.65155)"
"New York City","2026","5","Measles, Indigenous",,"-","3",,,"-",,"-","New York City",,"20260504422","POINT (-73.75522 42.65155)"
"Pennsylvania","2026","5","Measles, Indigenous","2",,"4",,"4",,,"-","Pennsylvania",,"20260504423","POINT (-76.88224 40.25986)"
"East North Central","2026","5","Measles, Indigenous",,"-","16",,"4",,,"-",,"East North Central","20260504424",
"Illinois","2026","5","Measles, Indigenous",,"-","4",,,"-",,"-","Illinois",,"20260504425","POINT (-89.64361 39.8013)"
"Indiana","2026","5","Measles, Indigenous",,"-","4",,,"-",,"-","Indiana",,"20260504426","POINT (-86.15013 39.76691)"
"Michigan","2026","5","Measles, Indigenous",,"-","4",,,"-",,"-","Michigan",,"20260504427","POINT (-84.55226 42.73194)"
"Ohio","2026","5","Measles, Indigenous",,"-","10",,"4",,,"-","Ohio",,"20260504428","POINT (-83.00276 39.96199)"
"Wisconsin","2026","5","Measles, Indigenous",,"-","16",,,"-",,"-","Wisconsin",,"20260504429","POINT (-89.38645 43.07313)"
"West North Central","2026","5","Measles, Indigenous",,"-","18",,"3",,"1",,,"West North Central","20260504430",
"Iowa","2026","5","Measles, Indigenous",,"-","1",,,"-",,"-","Iowa",,"20260504431","POINT (-93.61539 41.58981)"
"Kansas","2026","5","Measles, Indigenous",,"-","10",,,"-","1",,"Kansas",,"20260504432","POINT (-95.6712 39.04926)"
"Minnesota","2026","5","Measles, Indigenous",,"-","6",,"1",,,"-","Minnesota",,"20260504433","POINT (-93.09649 44.94339)"
"Missouri","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Missouri",,"20260504434","POINT (-92.17785 38.57751)"
"Nebraska","2026","5","Measles, Indigenous",,"-","1",,"1",,,"-","Nebraska",,"20260504435","POINT (-96.70731 40.81362)"
"North Dakota","2026","5","Measles, Indigenous",,"-","10",,"1",,,"-","North Dakota",,"20260504436","POINT (-100.7797 46.80536)"
"South Dakota","2026","5","Measles, Indigenous",,"-","6",,,"-",,"-","South Dakota",,"20260504437","POINT (-100.34987 44.36917)"
"South Atlantic","2026","5","Measles, Indigenous","76",,"214",,"683",,"3",,,"South Atlantic","20260504438","POINT (-100.34987 44.36917)"
"Delaware","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Delaware",,"20260504439","POINT (-75.52474 39.15803)"
"District of Columbia","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","District of Columbia",,"20260504440",
"Florida","2026","5","Measles, Indigenous","46",,"10",,"62",,,"-","Florida",,"20260504441","POINT (-84.28065 30.43978)"
"Georgia","2026","5","Measles, Indigenous",,"-","2",,,"-","3",,"Georgia",,"20260504442","POINT (-84.39111 33.74831)"
"Maryland","2026","5","Measles, Indigenous",,"-","1",,"1",,,"-","Maryland",,"20260504443","POINT (-76.49015 38.97678)"
"North Carolina","2026","5","Measles, Indigenous",,"-","4",,"7",,,"-","North Carolina",,"20260504444","POINT (-78.64271 35.78543)"
"South Carolina","2026","5","Measles, Indigenous","28",,"209",,"609",,,"-","South Carolina",,"20260504445","POINT (-81.04537 33.99882)"
"Virginia","2026","5","Measles, Indigenous","2",,"1",,"4",,,"-","Virginia",,"20260504446","POINT (-77.43367 37.54068)"
"West Virginia","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","West Virginia",,"20260504447","POINT (-81.63896 38.35016)"
"East South Central","2026","5","Measles, Indigenous",,"-","5",,"4",,,"-",,"East South Central","20260504448",
"Alabama","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Alabama",,"20260504449","POINT (-86.30006 32.38015)"
"Kentucky","2026","5","Measles, Indigenous",,"-","5",,"4",,,"-","Kentucky",,"20260504450","POINT (-84.8787 38.19507)"
"Mississippi","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Mississippi",,"20260504451","POINT (-90.18045 32.29896)"
"Tennessee","2026","5","Measles, Indigenous",,"-","2",,,"-",,"-","Tennessee",,"20260504452","POINT (-86.77799 36.16792)"
"West South Central","2026","5","Measles, Indigenous",,"-","101",,,"-","9",,,"West South Central","20260504453",
"Arkansas","2026","5","Measles, Indigenous",,"-","2",,,"-",,"-","Arkansas",,"20260504454","POINT (-92.27486 34.7487)"
"Louisiana","2026","5","Measles, Indigenous",,"-","1",,,"-",,"-","Louisiana",,"20260504455","POINT (-91.18665 30.44335)"
"Oklahoma","2026","5","Measles, Indigenous",,"-","4",,,"-",,"-","Oklahoma",,"20260504456","POINT (-97.52107 35.47203)"
"Texas","2026","5","Measles, Indigenous",,"-","98",,,"-","9",,"Texas",,"20260504457","POINT (-97.743 30.26759)"
"Mountain","2026","5","Measles, Indigenous","17",,"45",,"109",,,"-",,"Mountain","20260504458",
"Arizona","2026","5","Measles, Indigenous",,"-","28",,"24",,,"-","Arizona",,"20260504459","POINT (-112.07581 33.44825)"
"Colorado","2026","5","Measles, Indigenous",,"-","7",,,"-",,"-","Colorado",,"20260504460","POINT (-104.99203 39.74001)"
"Idaho","2026","5","Measles, Indigenous",,"-","3",,"2",,,"-","Idaho",,"20260504461","POINT (-116.19341 43.60764)"
"Montana","2026","5","Measles, Indigenous",,"-","5",,,"-",,"-","Montana",,"20260504462","POINT (-112.02066 46.58976)"
"Nevada","2026","5","Measles, Indigenous",,"-","1",,,"-",,"-","Nevada",,"20260504463","POINT (-119.76698 39.16505)"
"New Mexico","2026","5","Measles, Indigenous",,"-","13",,,"-",,"-","New Mexico",,"20260504464","POINT (-105.93825 35.69177)"
"Utah","2026","5","Measles, Indigenous","17",,"31",,"83",,,"-","Utah",,"20260504465","POINT (-111.88822 40.76031)"
"Wyoming","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Wyoming",,"20260504466","POINT (-104.82155 41.13481)"
"Pacific","2026","5","Measles, Indigenous","3",,"4",,"11",,,"-",,"Pacific","20260504467",
"Alaska","2026","5","Measles, Indigenous",,"-","1",,,"-",,"-","Alaska",,"20260504468","POINT (-134.4068 58.29973)"
"California","2026","5","Measles, Indigenous","3",,"2",,"6",,,"-","California",,"20260504469","POINT (-121.49086 38.57944)"
"Hawaii","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Hawaii",,"20260504470","POINT (-157.85788 21.30493)"
"Oregon","2026","5","Measles, Indigenous",,"-","3",,"5",,,"-","Oregon",,"20260504471","POINT (-123.04382 44.93326)"
"Washington","2026","5","Measles, Indigenous",,"-","4",,,"-",,"-","Washington",,"20260504472","POINT (-122.89165 47.03954)"
"U.S. Territories","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-",,"U.S. Territories","20260504473",
"American Samoa","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","American Samoa",,"20260504474",
"Commonwealth of Northern Mariana Islands","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Commonwealth of Northern Mariana Islands",,"20260504475",
"Guam","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Guam",,"20260504476",
"Puerto Rico","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","Puerto Rico",,"20260504477","POINT (-66.11692 18.46536)"
"U.S. Virgin Islands","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-","U.S. Virgin Islands",,"20260504478",
"Non-U.S. Residents","2026","5","Measles, Indigenous",,"-","0",,,"-",,"-",,"Non-U.S. Residents","20260504479",
"Total","2026","5","Measles, Indigenous","98",,"243",,"818",,"13",,,"Total","20260504480",
"U.S. Residents","2026","6","Measles, Imported","1",,"11",,"9",,"6",,,"U.S. Residents","20260604341",
"New England","2026","6","Measles, Imported","1",,"1",,"1",,,"-",,"New England","20260604342",
"Connecticut","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Connecticut",,"20260604343","POINT (-72.67398 41.76381)"
"Maine","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Maine",,"20260604344","POINT (-69.77631 44.31804)"
"Massachusetts","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Massachusetts",,"20260604345","POINT (-71.05675 42.35866)"
"New Hampshire","2026","6","Measles, Imported",,"-","0",,,"-",,"-","New Hampshire",,"20260604346","POINT (-71.53661 43.20725)"
"Rhode Island","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Rhode Island",,"20260604347","POINT (-71.41198 41.82388)"
"Vermont","2026","6","Measles, Imported","1",,"1",,"1",,,"-","Vermont",,"20260604348","POINT (-72.57627 44.26029)"
"Middle Atlantic","2026","6","Measles, Imported",,"-","4",,,"-","2",,,"Middle Atlantic","20260604349",
"New Jersey","2026","6","Measles, Imported",,"-","1",,,"-","1",,"New Jersey",,"20260604350","POINT (-74.75948 40.21794)"
"New York","2026","6","Measles, Imported",,"-","3",,,"-",,"-","New York",,"20260604351","POINT (-73.75522 42.65155)"
"New York City","2026","6","Measles, Imported",,"-","3",,,"-","1",,"New York City",,"20260604352","POINT (-73.75522 42.65155)"
"Pennsylvania","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Pennsylvania",,"20260604353","POINT (-76.88224 40.25986)"
"East North Central","2026","6","Measles, Imported",,"-","2",,,"-",,"-",,"East North Central","20260604354",
"Illinois","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Illinois",,"20260604355","POINT (-89.64361 39.8013)"
"Indiana","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Indiana",,"20260604356","POINT (-86.15013 39.76691)"
"Michigan","2026","6","Measles, Imported",,"-","2",,,"-",,"-","Michigan",,"20260604357","POINT (-84.55226 42.73194)"
"Ohio","2026","6","Measles, Imported",,"-","2",,,"-",,"-","Ohio",,"20260604358","POINT (-83.00276 39.96199)"
"Wisconsin","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Wisconsin",,"20260604359","POINT (-89.38645 43.07313)"
"West North Central","2026","6","Measles, Imported",,"-","3",,,"-",,"-",,"West North Central","20260604360",
"Iowa","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Iowa",,"20260604361","POINT (-93.61539 41.58981)"
"Kansas","2026","6","Measles, Imported",,"-","2",,,"-",,"-","Kansas",,"20260604362","POINT (-95.6712 39.04926)"
"Minnesota","2026","6","Measles, Imported",,"-","3",,,"-",,"-","Minnesota",,"20260604363","POINT (-93.09649 44.94339)"
"Missouri","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Missouri",,"20260604364","POINT (-92.17785 38.57751)"
"Nebraska","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Nebraska",,"20260604365","POINT (-96.70731 40.81362)"
"North Dakota","2026","6","Measles, Imported",,"-","0",,,"-",,"-","North Dakota",,"20260604366","POINT (-100.7797 46.80536)"
"South Dakota","2026","6","Measles, Imported",,"-","1",,,"-",,"-","South Dakota",,"20260604367","POINT (-100.34987 44.36917)"
"South Atlantic","2026","6","Measles, Imported",,"-","1",,"4",,,"-",,"South Atlantic","20260604368","POINT (-100.34987 44.36917)"
"Delaware","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Delaware",,"20260604369","POINT (-75.52474 39.15803)"
"District of Columbia","2026","6","Measles, Imported",,"-","0",,,"-",,"-","District of Columbia",,"20260604370",
"Florida","2026","6","Measles, Imported",,"-","1",,"2",,,"-","Florida",,"20260604371","POINT (-84.28065 30.43978)"
"Georgia","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Georgia",,"20260604372","POINT (-84.39111 33.74831)"
"Maryland","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Maryland",,"20260604373","POINT (-76.49015 38.97678)"
"North Carolina","2026","6","Measles, Imported",,"-","0",,,"-",,"-","North Carolina",,"20260604374","POINT (-78.64271 35.78543)"
"South Carolina","2026","6","Measles, Imported",,"-","1",,,"-",,"-","South Carolina",,"20260604375","POINT (-81.04537 33.99882)"
"Virginia","2026","6","Measles, Imported",,"-","1",,"2",,,"-","Virginia",,"20260604376","POINT (-77.43367 37.54068)"
"West Virginia","2026","6","Measles, Imported",,"-","0",,,"-",,"-","West Virginia",,"20260604377","POINT (-81.63896 38.35016)"
"East South Central","2026","6","Measles, Imported",,"-","2",,,"-",,"-",,"East South Central","20260604378",
"Alabama","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Alabama",,"20260604379","POINT (-86.30006 32.38015)"
"Kentucky","2026","6","Measles, Imported",,"-","2",,,"-",,"-","Kentucky",,"20260604380","POINT (-84.8787 38.19507)"
"Mississippi","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Mississippi",,"20260604381","POINT (-90.18045 32.29896)"
"Tennessee","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Tennessee",,"20260604382","POINT (-86.77799 36.16792)"
"West South Central","2026","6","Measles, Imported",,"-","4",,"1",,,"-",,"West South Central","20260604383",
"Arkansas","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Arkansas",,"20260604384","POINT (-92.27486 34.7487)"
"Louisiana","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Louisiana",,"20260604385","POINT (-91.18665 30.44335)"
"Oklahoma","2026","6","Measles, Imported",,"-","1",,"1",,,"-","Oklahoma",,"20260604386","POINT (-97.52107 35.47203)"
"Texas","2026","6","Measles, Imported",,"-","4",,,"-",,"-","Texas",,"20260604387","POINT (-97.743 30.26759)"
"Mountain","2026","6","Measles, Imported",,"-","4",,,"-",,"-",,"Mountain","20260604388",
"Arizona","2026","6","Measles, Imported",,"-","4",,,"-",,"-","Arizona",,"20260604389","POINT (-112.07581 33.44825)"
"Colorado","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Colorado",,"20260604390","POINT (-104.99203 39.74001)"
"Idaho","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Idaho",,"20260604391","POINT (-116.19341 43.60764)"
"Montana","2026","6","Measles, Imported",,"-","2",,,"-",,"-","Montana",,"20260604392","POINT (-112.02066 46.58976)"
"Nevada","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Nevada",,"20260604393","POINT (-119.76698 39.16505)"
"New Mexico","2026","6","Measles, Imported",,"-","1",,,"-",,"-","New Mexico",,"20260604394","POINT (-105.93825 35.69177)"
"Utah","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Utah",,"20260604395","POINT (-111.88822 40.76031)"
"Wyoming","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Wyoming",,"20260604396","POINT (-104.82155 41.13481)"
"Pacific","2026","6","Measles, Imported",,"-","4",,"3",,"4",,,"Pacific","20260604397",
"Alaska","2026","6","Measles, Imported",,"-","0",,,"-","2",,"Alaska",,"20260604398","POINT (-134.4068 58.29973)"
"California","2026","6","Measles, Imported",,"-","4",,"3",,"2",,"California",,"20260604399","POINT (-121.49086 38.57944)"
"Hawaii","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Hawaii",,"20260604400","POINT (-157.85788 21.30493)"
"Oregon","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Oregon",,"20260604401","POINT (-123.04382 44.93326)"
"Washington","2026","6","Measles, Imported",,"-","1",,,"-",,"-","Washington",,"20260604402","POINT (-122.89165 47.03954)"
"U.S. Territories","2026","6","Measles, Imported",,"-","0",,,"-",,"-",,"U.S. Territories","20260604403",
"American Samoa","2026","6","Measles, Imported",,"-","0",,,"-",,"-","American Samoa",,"20260604404",
"Commonwealth of Northern Mariana Islands","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Commonwealth of Northern Mariana Islands",,"20260604405",
"Guam","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Guam",,"20260604406",
"Puerto Rico","2026","6","Measles, Imported",,"-","0",,,"-",,"-","Puerto Rico",,"20260604407","POINT (-66.11692 18.46536)"
"U.S. Virgin Islands","2026","6","Measles, Imported",,"-","0",,,"-",,"-","U.S. Virgin Islands",,"20260604408",
"Non-U.S. Residents","2026","6","Measles, Imported",,"-","0",,,"-",,"-",,"Non-U.S. Residents","20260604409",
"Total","2026","6","Measles, Imported","1",,"11",,"9",,"6",,,"Total","20260604410",
"U.S. Residents","2026","6","Measles, Indigenous","19",,"246",,"875",,"27",,,"U.S. Residents","20260604411",
"New England","2026","6","Measles, Indigenous","4",,"1",,"5",,,"-",,"New England","20260604412",
"Connecticut","2026","6","Measles, Indigenous",,"-","0",,,"-",,"-","Connecticut",,"20260604413","POINT (-72.67398 41.76381)"
"Maine","2026","6","Measles, Indigenous","4",,"1",,"5",,,"-","Maine",,"20260604414","POINT (-69.77631 44.31804)"
"Massachusetts","2026","6","Measles, Indigenous",,"-","0",,,"-",,"-","Massachusetts",,"20260604415","POINT (-71.05675 42.35866)"
"New Hampshire","2026","6","Measles, Indigenous",,"-","0",,,"-",,"-","New Hampshire",,"20260604416","POINT (-71.53661 43.20725)"
"Rhode Island","2026","6","Measles, Indigenous",,"-","0",,,"-",,"-","Rhode Island",,"20260604417","POINT (-71.41198 41.82388)"
"Vermont","2026","6","Measles, Indigenous",,"-","0",,,"-",,"-","Vermont",,"20260604418","POINT (-72.57627 44.26029)"
"Middle Atlantic","2026","6","Measles, Indigenous","1",,"7",,"6",,,"-",,"Middle Atlantic","20260604419",
"New Jersey","2026","6","Measles, Indigenous",,"-","2",,,"-",,"-","New Jersey",,"20260604420","POINT (-74.75948 40.21794)"
"New York","2026","6","Measles, Indigenous",,"-","7",,,"-",,"-","New York",,"20260604421","POINT (-73.75522 42.65155)"
